강수량,Latitude,Longitude,elevation,펌프대수(대),불투수면 비율(%),불투수면 면적(㎢),행정구역면적(㎢),시도시군구
0,35.1461591,126.8978102,63.69443893432617,4.0,27.86,16.88,60.58,남구
0,35.146333,126.9003655,58.69916915893555,4.0,27.86,16.88,60.58,남구
0,35.1439828,126.8945252,61.10607147216797,4.0,27.86,16.88,60.58,남구
0,35.1324535,126.8954974,41.69355010986328,4.0,27.86,16.88,60.58,남구
0,35.1375488,126.8929881,40.52882766723633,4.0,27.86,16.88,60.58,남구
0,35.1342741,126.9081547,49.39899444580078,4.0,27.86,16.88,60.58,남구
0,35.1460925,126.8976775,64.5648193359375,4.0,27.86,16.88,60.58,남구
0,35.1337341,126.8939241,42.79115676879883,4.0,27.86,16.88,60.58,남구
0,35.1095106,126.8974878,79.2270278930664,4.0,27.86,16.88,60.58,남구
0,35.135231,126.9062715,52.11365509033203,4.0,27.86,16.88,60.58,남구
0,35.1447914,126.893733,54.73371124267578,4.0,27.86,16.88,60.58,남구
0,35.1399968,126.9017974,57.67850875854492,4.0,27.86,16.88,60.58,남구
0,35.1330011,126.9153513,59.75390243530273,4.0,27.86,16.88,60.58,남구
0,35.14074799999999,126.9002023,63.3585205078125,4.0,27.86,16.88,60.58,남구
0,35.1379699,126.8909626,40.39932632446289,4.0,27.86,16.88,60.58,남구
0,35.1367809,126.908577,58.63286972045898,4.0,27.86,16.88,60.58,남구
0,35.13526700000001,126.8923057,41.24434661865234,4.0,27.86,16.88,60.58,남구
0,35.0575339,126.7853937,12.2967414855957,4.0,27.86,16.88,60.58,남구
0,35.125699,126.8942734,64.41291046142578,4.0,27.86,16.88,60.58,남구
0,35.1342404,126.9178344,59.10687637329102,4.0,27.86,16.88,60.58,남구
0,35.1284721,126.8967155,49.92770004272461,4.0,27.86,16.88,60.58,남구
0,35.0674185,126.7909365,11.88328456878662,4.0,27.86,16.88,60.58,남구
0,35.1332621,126.9161116,60.98421859741211,4.0,27.86,16.88,60.58,남구
0,35.1266969,126.8953449,52.666015625,4.0,27.86,16.88,60.58,남구
0,35.1355176,126.8958964,42.6829719543457,4.0,27.86,16.88,60.58,남구
0,35.1331429,126.922767,59.65215301513672,4.0,27.86,16.88,60.58,남구
0,35.1323625,126.9060683,49.29534912109375,4.0,27.86,16.88,60.58,남구
0,35.0806256,126.8328714,22.86398506164551,4.0,27.86,16.88,60.58,남구
0,35.1464496,126.9002366,59.73413848876953,4.0,27.86,16.88,60.58,남구
0,35.1380515,126.8914152,40.01747894287109,4.0,27.86,16.88,60.58,남구
0,35.1423151,126.8895982,36.92288970947266,4.0,27.86,16.88,60.58,남구
0,35.1285178,126.9135961,63.35324478149414,4.0,27.86,16.88,60.58,남구
0,35.1340639,126.9186399,60.3468017578125,4.0,27.86,16.88,60.58,남구
0,35.1458015,126.9065371,64.42472076416016,4.0,27.86,16.88,60.58,남구
0,35.1510247,126.9013023,59.06813049316406,4.0,27.86,16.88,60.58,남구
0,35.1460358,126.9026691,49.89862442016602,4.0,27.86,16.88,60.58,남구
0,35.1398055,126.9176142,52.17253875732422,4.0,27.86,16.88,60.58,남구
0,35.0669614,126.7910312,11.78673362731934,4.0,27.86,16.88,60.58,남구
0,35.1270932,126.9072912,61.31354141235352,4.0,27.86,16.88,60.58,남구
0,35.1477538,126.892214,49.06753158569336,4.0,27.86,16.88,60.58,남구
0,35.1456127,126.9052336,56.69329452514648,4.0,27.86,16.88,60.58,남구
0,35.13773560000001,126.8918023,40.58123397827148,4.0,27.86,16.88,60.58,남구
0,35.0838052,126.8042986,19.70016098022461,4.0,27.86,16.88,60.58,남구
0,35.1469756,126.8946241,57.5875358581543,4.0,27.86,16.88,60.58,남구
0,35.1409886,126.9057922,62.59913635253906,4.0,27.86,16.88,60.58,남구
0,35.1321916,126.9131049,59.11275482177734,4.0,27.86,16.88,60.58,남구
