강수량,Latitude,Longitude,elevation,침수피해여부,펌프대수(대),불투수면 비율(%),불투수면 면적(㎢),행정구역면적(㎢)
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
13.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
14.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
13,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
8.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
8.7,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
12.7,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
9.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
21.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
22.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
7.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
3.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
5.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
12.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
58.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
34.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.8,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
14.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
13,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
43.7,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.8,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
7.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.8,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
21.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
20.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
7.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
16.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
5.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
10,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
8.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
30.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
27.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
8.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.7,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
8.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.7,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
17.8,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
13.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
7.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
22.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
7.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
32,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.9,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
16.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
3.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
3.5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
50.7,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
32.8,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
3.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.3,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
1.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
6.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
23.2,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
59.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
5,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.6,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
2.4,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
