강수량,Latitude,Longitude,elevation,침수피해여부,펌프대수(대),불투수면 비율(%),불투수면 면적(㎢),행정구역면적(㎢)
0.0,35.1139005,126.9037717,84.96118927001953,0.0,4.0,27.86,16.88,60.58
13.7,35.1465871,126.9062728,59.52001190185547,0.0,4.0,27.86,16.88,60.58
0.0,35.1536378,126.8699809,49.29208374023438,0.0,3.0,42.14,20.02,47.52
0.0,35.2088977,126.8676573,25.86013603210449,0.0,0.0,25.52,30.49,119.46
0.0,35.1352811,126.8950592,40.7862663269043,0.0,4.0,27.86,16.88,60.58
0.0,35.1121305,126.7722422,15.2536792755127,0.0,25.0,22.06,48.99,222.05
13.9,35.1000279,126.7700218,29.20671844482422,0.0,25.0,22.06,48.99,222.05
6.2,35.1570209,126.8797657,38.58656311035156,0.0,3.0,42.14,20.02,47.52
0.0,35.1465871,126.9062728,59.52001190185547,0.0,4.0,27.86,16.88,60.58
64.7,35.1346508,126.8936749,41.0799674987793,0.0,4.0,27.86,16.88,60.58
3.2,35.1819311,126.9023494,40.91814041137695,0.0,0.0,25.52,30.49,119.46
1.5,35.1577526,126.9129654,44.10855484008789,0.0,0.0,25.52,30.49,119.46
0.9,35.1640774,126.9327746,69.95506286621094,0.0,0.0,25.52,30.49,119.46
0.0,35.1561617,126.9082429,43.71432495117188,0.0,0.0,25.52,30.49,119.46
0.0,35.1729787,126.9368525,88.36902618408203,0.0,0.0,25.52,30.49,119.46
0.0,35.1740878,126.8800471,30.45141410827637,0.0,0.0,25.52,30.49,119.46
0.0,35.2023358,126.899472,51.36626815795898,0.0,0.0,25.52,30.49,119.46
0.0,35.1299949,126.852779,40.73563003540039,0.0,3.0,42.14,20.02,47.52
0.0,35.1590323,126.9152388,43.71311187744141,0.0,0.0,16.8,8.19,48.74
0.0,35.1327179,126.7970327,16.87399864196777,0.0,25.0,22.06,48.99,222.05
1.9,35.2025165,126.9008016,51.38047409057617,0.0,0.0,25.52,30.49,119.46
0.0,35.1444069,126.9153571,52.02839279174805,0.0,0.0,16.8,8.19,48.74
3.5,35.1031863,126.884273,81.20155334472656,0.0,4.0,27.86,16.88,60.58
0.0,35.1472065,126.8850552,37.62628173828125,0.0,3.0,42.14,20.02,47.52
0.0,35.1606772,126.8404212,16.78419303894043,0.0,3.0,42.14,20.02,47.52
0.0,35.1234363,126.8712733,94.27985382080078,0.0,3.0,42.14,20.02,47.52
0.0,35.1721782,126.9050004,36.64419555664062,0.0,0.0,25.52,30.49,119.46
0.0,35.1497352,126.924849,56.66117858886719,0.0,0.0,16.8,8.19,48.74
1.4,35.1749087,126.9148235,40.15489196777344,0.0,0.0,25.52,30.49,119.46
1.4,35.1745463,126.9347243,72.08364868164062,0.0,0.0,25.52,30.49,119.46
0.0,35.1308391,126.903546,51.68654251098633,0.0,4.0,27.86,16.88,60.58
0.0,35.1749087,126.9148235,40.15489196777344,0.0,0.0,25.52,30.49,119.46
0.0,35.1606772,126.8404212,16.78419303894043,0.0,3.0,42.14,20.02,47.52
0.0,35.1940503,126.8779212,48.37883377075195,0.0,0.0,25.52,30.49,119.46
14.8,35.1675874,126.9218853,51.62979125976562,0.0,0.0,25.52,30.49,119.46
0.0,35.1307588,126.9136362,64.43307495117188,0.0,4.0,27.86,16.88,60.58
0.0,35.1662931,126.8751885,25.85589790344238,0.0,3.0,42.14,20.02,47.52
4.0,35.1518213,126.8657699,39.51984405517578,0.0,3.0,42.14,20.02,47.52
0.5,35.1346508,126.8936749,41.0799674987793,0.0,4.0,27.86,16.88,60.58
3.2,35.1461862,126.9277904,62.64438629150391,0.0,0.0,16.8,8.19,48.74
0.0,35.1438317,126.9095449,59.68960571289062,0.0,4.0,27.86,16.88,60.58
0.0,35.1372442,126.7928747,18.47879791259766,0.0,25.0,22.06,48.99,222.05
0.0,35.1671301,126.9201859,48.77585220336914,0.0,0.0,25.52,30.49,119.46
1.8,35.1643116,126.9145056,39.90475463867188,0.0,0.0,25.52,30.49,119.46
2.0,35.130785,126.9342185,67.8888168334961,0.0,0.0,16.8,8.19,48.74
54.2,35.1474559,126.9236181,55.80733489990234,0.0,0.0,16.8,8.19,48.74
92.4,35.2025165,126.9008016,51.38047409057617,0.0,0.0,25.52,30.49,119.46
0.0,35.1400705,126.8877177,45.35460662841797,0.0,4.0,27.86,16.88,60.58
0.0,35.2137341,126.7993805,34.76556777954102,0.0,25.0,22.06,48.99,222.05
3.0,35.1758494,126.7355297,23.0,0.0,25.0,22.06,48.99,222.05
25.4,35.2073029,126.8104488,28.64882469177246,0.0,25.0,22.06,48.99,222.05
10.7,35.1551936,126.8080481,26.07053184509277,0.0,25.0,22.06,48.99,222.05
0.0,35.1444477,126.9300446,66.3628921508789,0.0,0.0,16.8,8.19,48.74
4.1,35.1550884,126.9085964,45.58560943603516,0.0,0.0,25.52,30.49,119.46
0.0,35.1385979,126.9209075,53.58453369140625,0.0,0.0,16.8,8.19,48.74
0.0,35.073508,126.817132,29.07514762878418,0.0,4.0,27.86,16.88,60.58
0.0,35.1836458,126.8530033,20.71995544433594,0.0,25.0,22.06,48.99,222.05
0.0,35.1261113,126.8795152,62.20799255371094,0.0,3.0,42.14,20.02,47.52
0.0,35.1503401,126.911411,48.79485321044922,0.0,0.0,16.8,8.19,48.74
0.0,35.2038994,126.8371951,39.71400451660156,0.0,25.0,22.06,48.99,222.05
0.0,35.1465597,126.8745708,48.37552642822266,0.0,3.0,42.14,20.02,47.52
1.0,35.1586333,126.8954731,40.56833267211914,0.0,3.0,42.14,20.02,47.52
0.0,35.1330504,126.907003,48.71885681152344,0.0,4.0,27.86,16.88,60.58
19.1,35.152947,126.8363929,17.32593727111816,0.0,3.0,42.14,20.02,47.52
0.0,35.1680218,126.8994583,33.85607528686523,0.0,0.0,25.52,30.49,119.46
0.0,35.1592801,126.93145,63.83554458618164,0.0,0.0,16.8,8.19,48.74
0.0,35.1572554,126.8880116,43.08249282836914,0.0,3.0,42.14,20.02,47.52
0.0,35.1444477,126.9300446,66.3628921508789,0.0,0.0,16.8,8.19,48.74
0.3,35.129926,126.9332519,65.33710479736328,0.0,0.0,16.8,8.19,48.74
3.4,35.1777083,126.8930952,35.65230560302734,0.0,0.0,25.52,30.49,119.46
0.0,35.0577807,126.7838251,13.13328647613525,0.0,4.0,27.86,16.88,60.58
15.5,35.15323,126.9266367,53.71070098876953,0.0,0.0,16.8,8.19,48.74
9.3,35.1512587,126.8725684,53.76202774047852,0.0,3.0,42.14,20.02,47.52
30.1,35.1887581,126.9111367,47.08961486816406,0.0,0.0,25.52,30.49,119.46
0.0,35.1267164,126.8962606,49.18247604370117,0.0,4.0,27.86,16.88,60.58
0.0,35.1604899,126.8987876,36.82519912719727,0.0,0.0,25.52,30.49,119.46
27.0,35.1551936,126.8080481,26.07053184509277,0.0,25.0,22.06,48.99,222.05
0.0,35.1918738,126.6645881,52.05145263671875,0.0,25.0,22.06,48.99,222.05
37.5,35.1829054,126.9101592,54.36918640136719,0.0,0.0,25.52,30.49,119.46
0.0,35.1581399,126.9304922,60.28423309326172,0.0,0.0,16.8,8.19,48.74
1.1,35.1474559,126.9236181,55.80733489990234,0.0,0.0,16.8,8.19,48.74
0.0,35.146954,126.8859328,36.99746322631836,0.0,3.0,42.14,20.02,47.52
0.0,35.0560514,126.7833532,13.0752124786377,0.0,4.0,27.86,16.88,60.58
0.0,35.1700867,126.6934318,42.48957061767578,0.0,25.0,22.06,48.99,222.05
0.0,35.1031863,126.884273,81.20155334472656,0.0,4.0,27.86,16.88,60.58
34.9,35.1524414,126.9314007,64.48092651367188,0.0,0.0,16.8,8.19,48.74
0.0,35.1127373,126.7130625,36.5648193359375,0.0,25.0,22.06,48.99,222.05
0.0,35.1343012,126.9194116,59.69325256347656,0.0,4.0,27.86,16.88,60.58
0.5,35.1589111,126.9172471,44.04507827758789,0.0,0.0,16.8,8.19,48.74
0.0,35.129409,126.940023,97.77523803710938,0.0,0.0,16.8,8.19,48.74
0.0,35.1095441,126.8844519,58.65341186523438,0.0,4.0,27.86,16.88,60.58
0.0,35.1471653,126.9040122,47.46110534667969,0.0,4.0,27.86,16.88,60.58
0.0,35.1577526,126.9129654,44.10855484008789,0.0,0.0,25.52,30.49,119.46
27.2,35.1326352,126.9308724,67.77397155761719,0.0,0.0,16.8,8.19,48.74
0.0,35.1413165,126.8802289,56.45592880249023,0.0,3.0,42.14,20.02,47.52
0.0,35.1604063,126.8640922,28.66842269897461,0.0,3.0,42.14,20.02,47.52
0.0,35.1458275,126.9285433,64.07276153564453,0.0,0.0,16.8,8.19,48.74
0.0,35.1232633,126.921302,94.6254653930664,0.0,4.0,27.86,16.88,60.58
0.0,35.1121305,126.7722422,15.2536792755127,0.0,25.0,22.06,48.99,222.05
0.0,35.1624871,126.6946678,37.98964309692383,0.0,25.0,22.06,48.99,222.05
10.7,35.1712866,126.934716,69.25904083251953,0.0,0.0,25.52,30.49,119.46
0.0,35.1314141,126.8926424,48.52728652954102,0.0,4.0,27.86,16.88,60.58
0.1,35.1328032,126.8969316,43.30837249755859,0.0,4.0,27.86,16.88,60.58
0.0,35.2108425,126.8421566,30.44111442565918,0.0,25.0,22.06,48.99,222.05
0.0,35.1466356,126.8850319,37.00253677368164,0.0,3.0,42.14,20.02,47.52
6.4,35.2108627,126.6868377,39.13636016845703,0.0,25.0,22.06,48.99,222.05
0.0,35.1793632,126.915997,52.10695648193359,0.0,0.0,25.52,30.49,119.46
0.0,35.1379235,126.9038105,64.6153564453125,0.0,4.0,27.86,16.88,60.58
0.0,35.1400383,126.8950748,49.04147338867188,0.0,4.0,27.86,16.88,60.58
1.4,35.1568976,126.8098951,22.35268020629883,0.0,25.0,22.06,48.99,222.05
3.8,35.1437409,126.8950275,61.31094360351562,0.0,4.0,27.86,16.88,60.58
0.0,35.1375522,126.7994153,17.25596618652344,0.0,25.0,22.06,48.99,222.05
0.0,35.1465871,126.9062728,59.52001190185547,0.0,4.0,27.86,16.88,60.58
0.6,35.129409,126.940023,97.77523803710938,0.0,0.0,16.8,8.19,48.74
74.3,35.1452512,126.9050703,56.61837768554688,0.0,4.0,27.86,16.88,60.58
0.0,35.1795256,126.8941266,36.03376007080078,0.0,0.0,25.52,30.49,119.46
0.0,35.1511731,126.868163,48.3347053527832,0.0,3.0,42.14,20.02,47.52
0.0,35.1428271,126.8790495,56.1893310546875,0.0,3.0,42.14,20.02,47.52
0.0,35.1467053,126.9405813,106.3448944091797,0.0,0.0,16.8,8.19,48.74
0.0,35.1031863,126.884273,81.20155334472656,0.0,4.0,27.86,16.88,60.58
3.2,35.1675069,126.8784793,27.04183197021484,0.0,3.0,42.14,20.02,47.52
0.0,35.1713485,126.8055872,36.03364562988281,0.0,25.0,22.06,48.99,222.05
0.0,35.1745463,126.9347243,72.08364868164062,0.0,0.0,25.52,30.49,119.46
0.0,35.1777083,126.8930952,35.65230560302734,0.0,0.0,25.52,30.49,119.46
19.9,35.1588131,126.8837813,33.50765609741211,0.0,3.0,42.14,20.02,47.52
0.0,35.2088977,126.8676573,25.86013603210449,0.0,0.0,25.52,30.49,119.46
14.7,35.1525645,126.9196087,51.95113754272461,0.0,0.0,16.8,8.19,48.74
0.0,35.1532951,126.9355686,72.18486785888672,0.0,0.0,16.8,8.19,48.74
1.9,35.1249524,126.8679343,38.89913558959961,0.0,3.0,42.14,20.02,47.52
0.0,35.1350715,126.8984605,46.06081008911133,0.0,4.0,27.86,16.88,60.58
0.0,35.1636936,126.8827785,32.24842071533203,0.0,3.0,42.14,20.02,47.52
0.5,35.1785761,126.8647414,47.95009994506836,0.0,0.0,25.52,30.49,119.46
0.0,35.1259449,126.9341953,73.40705108642578,0.0,0.0,16.8,8.19,48.74
0.0,35.1509243,126.8951239,52.01210784912109,0.0,4.0,27.86,16.88,60.58
0.0,35.1184123,126.6836246,30.89485549926758,0.0,25.0,22.06,48.99,222.05
0.0,35.1568976,126.8098951,22.35268020629883,0.0,25.0,22.06,48.99,222.05
0.0,35.1589111,126.9172471,44.04507827758789,0.0,0.0,16.8,8.19,48.74
0.0,35.1284743,126.9339956,68.61309814453125,0.0,0.0,16.8,8.19,48.74
2.1,35.1575169,126.912584,45.1329231262207,0.0,0.0,25.52,30.49,119.46
0.0,35.181098,126.9178608,54.68577575683594,0.0,0.0,25.52,30.49,119.46
1.9,35.1532964,126.869667,49.25052261352539,0.0,3.0,42.14,20.02,47.52
14.1,35.1414752,126.8607368,47.35528182983398,0.0,3.0,42.14,20.02,47.52
25.4,35.1538894,126.8777392,42.60991668701172,0.0,3.0,42.14,20.02,47.52
0.1,35.152832,126.9228019,53.6611442565918,0.0,0.0,16.8,8.19,48.74
3.2,35.1673624,126.9209352,50.19437026977539,0.0,0.0,25.52,30.49,119.46
0.0,35.1701315,126.9117873,39.93215942382812,0.0,0.0,25.52,30.49,119.46
0.0,35.1754171,126.8075516,26.40725708007812,0.0,25.0,22.06,48.99,222.05
0.0,35.1666842,126.8588094,23.03584098815918,0.0,3.0,42.14,20.02,47.52
0.0,35.1682117,126.8036743,39.96465682983398,0.0,25.0,22.06,48.99,222.05
1.6,35.1515292,126.9006602,59.71409225463867,0.0,4.0,27.86,16.88,60.58
0.0,35.1494077,126.903109,48.90438079833984,0.0,4.0,27.86,16.88,60.58
2.0,35.1646555,126.9320193,64.91008758544922,0.0,0.0,25.52,30.49,119.46
0.0,35.129478,126.9340101,67.19168090820312,0.0,0.0,16.8,8.19,48.74
4.6,35.1362545,126.8969312,47.90497589111328,0.0,4.0,27.86,16.88,60.58
0.0,35.1309299,126.9428456,93.03620910644533,0.0,0.0,16.8,8.19,48.74
6.2,35.1317112,126.7872725,18.09162712097168,0.0,25.0,22.06,48.99,222.05
0.0,35.1518213,126.8657699,39.51984405517578,0.0,3.0,42.14,20.02,47.52
0.0,35.1494565,126.8760722,49.68955230712891,0.0,3.0,42.14,20.02,47.52
0.0,35.1734288,126.8141243,23.6020565032959,0.0,25.0,22.06,48.99,222.05
0.0,35.1095441,126.8844519,58.65341186523438,0.0,4.0,27.86,16.88,60.58
0.0,35.1754171,126.8075516,26.40725708007812,0.0,25.0,22.06,48.99,222.05
1.3,35.13639,126.9023505,55.99862670898438,0.0,4.0,27.86,16.88,60.58
0.0,35.171153,126.9270331,50.36319351196289,0.0,0.0,25.52,30.49,119.46
0.0,35.1518213,126.8657699,39.51984405517578,0.0,3.0,42.14,20.02,47.52
0.0,35.1431749,126.891644,41.98281860351562,0.0,4.0,27.86,16.88,60.58
0.0,35.1508689,126.9277012,63.53638458251953,0.0,0.0,16.8,8.19,48.74
9.9,35.1604063,126.8640922,28.66842269897461,0.0,3.0,42.14,20.02,47.52
0.0,35.168693,126.8160002,22.38428688049316,0.0,25.0,22.06,48.99,222.05
0.0,35.1476196,126.8640466,35.77236557006836,0.0,3.0,42.14,20.02,47.52
0.0,35.129926,126.9332519,65.33710479736328,0.0,0.0,16.8,8.19,48.74
0.0,35.1240227,126.8570925,36.06284713745117,0.0,3.0,42.14,20.02,47.52
1.4,35.1364019,126.9271929,69.86450958251953,0.0,0.0,16.8,8.19,48.74
0.0,35.1667088,126.9336857,60.63735961914062,0.0,0.0,25.52,30.49,119.46
0.2,35.2145938,126.7582806,45.04328155517578,0.0,25.0,22.06,48.99,222.05
0.3,35.1431749,126.891644,41.98281860351562,0.0,4.0,27.86,16.88,60.58
0.0,35.1109666,126.6985831,27.39045333862305,0.0,25.0,22.06,48.99,222.05
6.2,35.1477206,126.9269732,59.1411247253418,0.0,0.0,16.8,8.19,48.74
0.1,35.1673971,126.8735194,24.71011352539062,0.0,3.0,42.14,20.02,47.52
0.0,35.1706227,126.8095713,25.42091751098633,0.0,25.0,22.06,48.99,222.05
0.0,35.1785761,126.8647414,47.95009994506836,0.0,0.0,25.52,30.49,119.46
0.0,35.1497352,126.924849,56.66117858886719,0.0,0.0,16.8,8.19,48.74
0.0,35.1031863,126.884273,81.20155334472656,0.0,4.0,27.86,16.88,60.58
0.0,35.1308391,126.903546,51.68654251098633,0.0,4.0,27.86,16.88,60.58
0.3,35.1309299,126.9428456,93.03620910644533,0.0,0.0,16.8,8.19,48.74
2.0,35.1358459,126.9026424,55.41002655029297,0.0,4.0,27.86,16.88,60.58
0.0,35.1330504,126.907003,48.71885681152344,0.0,4.0,27.86,16.88,60.58
0.0,35.1413165,126.8802289,56.45592880249023,0.0,3.0,42.14,20.02,47.52
0.0,35.2237846,126.8600669,25.66855430603027,0.0,0.0,25.52,30.49,119.46
0.0,35.1464953,126.9032863,48.65550994873047,0.0,4.0,27.86,16.88,60.58
0.1,35.1522594,126.9253775,55.91386032104492,0.0,0.0,16.8,8.19,48.74
29.1,35.1706227,126.8095713,25.42091751098633,0.0,25.0,22.06,48.99,222.05
0.0,35.1530023,126.8716921,49.38027572631836,0.0,3.0,42.14,20.02,47.52
0.0,35.1324907,126.9293038,64.07379913330078,0.0,0.0,16.8,8.19,48.74
0.0,35.1352811,126.8950592,40.7862663269043,0.0,4.0,27.86,16.88,60.58
0.0,35.1591878,126.8951164,37.16455459594727,0.0,3.0,42.14,20.02,47.52
0.0,35.2129041,126.8404606,30.09688949584961,0.0,25.0,22.06,48.99,222.05
0.0,35.197117,126.8370663,36.34310150146484,0.0,25.0,22.06,48.99,222.05
0.0,35.1588131,126.8837813,33.50765609741211,0.0,3.0,42.14,20.02,47.52
0.0,35.1324907,126.9293038,64.07379913330078,0.0,0.0,16.8,8.19,48.74
10.0,35.1499569,126.9107044,46.12746429443359,0.0,0.0,16.8,8.19,48.74
3.5,35.1403185,126.8891546,39.53216934204102,0.0,4.0,27.86,16.88,60.58
0.0,35.2045897,126.8675591,29.1683177947998,0.0,0.0,25.52,30.49,119.46
0.0,35.1754345,126.9326952,67.76603698730469,0.0,0.0,25.52,30.49,119.46
2.1,35.1532951,126.9355686,72.18486785888672,0.0,0.0,16.8,8.19,48.74
0.0,35.2444032,126.9155989,40.17932510375977,0.0,0.0,25.52,30.49,119.46
0.0,35.1811203,127.0030157,99.00837707519533,0.0,0.0,25.52,30.49,119.46
27.0,35.1509243,126.8951239,52.01210784912109,0.0,4.0,27.86,16.88,60.58
0.0,35.1416715,126.7938586,18.94038200378418,0.0,25.0,22.06,48.99,222.05
0.0,35.1463611,126.9266214,59.29529190063477,0.0,0.0,16.8,8.19,48.74
4.0,35.2108425,126.8421566,30.44111442565918,0.0,25.0,22.06,48.99,222.05
0.2,35.0948922,126.9392831,94.26983642578124,0.0,0.0,16.8,8.19,48.74
2.1,35.1798962,126.9131646,52.94740295410156,0.0,0.0,25.52,30.49,119.46
0.0,35.1098923,126.8864838,67.24254608154297,0.0,4.0,27.86,16.88,60.58
0.0,35.1539994,126.9194559,49.0057487487793,0.0,0.0,16.8,8.19,48.74
0.0,35.1588131,126.8837813,33.50765609741211,0.0,3.0,42.14,20.02,47.52
0.0,35.1477206,126.9269732,59.1411247253418,0.0,0.0,16.8,8.19,48.74
0.0,35.197117,126.8370663,36.34310150146484,0.0,25.0,22.06,48.99,222.05
0.0,35.1829054,126.9101592,54.36918640136719,0.0,0.0,25.52,30.49,119.46
0.0,35.1518213,126.8657699,39.51984405517578,0.0,3.0,42.14,20.02,47.52
0.0,35.1664718,126.8548847,21.11342430114746,0.0,3.0,42.14,20.02,47.52
0.0,35.160212,126.8915868,35.15761184692383,0.0,3.0,42.14,20.02,47.52
0.0,35.150094,126.8218634,16.0,0.0,25.0,22.06,48.99,222.05
3.5,35.1438317,126.9095449,59.68960571289062,0.0,4.0,27.86,16.88,60.58
8.9,35.1680218,126.8994583,33.85607528686523,0.0,0.0,25.52,30.49,119.46
0.0,35.1338709,126.8967703,42.48325347900391,0.0,4.0,27.86,16.88,60.58
0.0,35.150504,126.9186235,50.49988174438477,0.0,0.0,16.8,8.19,48.74
8.0,35.1530518,126.9305547,61.68255996704102,0.0,0.0,16.8,8.19,48.74
2.4,35.1484011,126.8877718,44.99199676513672,0.0,3.0,42.14,20.02,47.52
0.0,35.135469,126.922773,56.11645126342773,0.0,0.0,16.8,8.19,48.74
0.0,35.2091171,126.8920187,61.99468612670898,0.0,0.0,25.52,30.49,119.46
0.0,35.0943776,126.8364317,44.96719360351562,0.0,4.0,27.86,16.88,60.58
0.0,35.1530518,126.9305547,61.68255996704102,0.0,0.0,16.8,8.19,48.74
0.0,35.1514483,126.915171,50.37590789794922,0.0,0.0,16.8,8.19,48.74
0.0,35.1127373,126.7130625,36.5648193359375,0.0,25.0,22.06,48.99,222.05
2.4,35.1590323,126.9152388,43.71311187744141,0.0,0.0,16.8,8.19,48.74
0.0,35.2145938,126.7582806,45.04328155517578,0.0,25.0,22.06,48.99,222.05
0.0,35.1740896,126.8711814,31.30525779724121,0.0,0.0,25.52,30.49,119.46
32.0,35.1751473,126.8851432,32.5026969909668,0.0,0.0,25.52,30.49,119.46
0.0,35.1518129,126.6600442,54.22584533691406,0.0,25.0,22.06,48.99,222.05
3.2,35.1435601,126.8736886,43.58545303344727,0.0,3.0,42.14,20.02,47.52
0.1,35.1464597,126.9017039,53.478515625,0.0,4.0,27.86,16.88,60.58
0.0,35.1425446,126.9098809,68.6964111328125,0.0,4.0,27.86,16.88,60.58
13.9,35.2108627,126.6868377,39.13636016845703,0.0,25.0,22.06,48.99,222.05
11.6,35.1434288,126.7951817,19.0,0.0,25.0,22.06,48.99,222.05
0.0,35.1078032,126.820492,17.79800033569336,0.0,3.0,42.14,20.02,47.52
0.0,35.1676438,126.8927763,31.40657615661621,0.0,0.0,25.52,30.49,119.46
51.6,35.1500217,126.9002521,74.85610961914062,0.0,4.0,27.86,16.88,60.58
0.0,35.1701826,126.941685,127.5763244628906,0.0,0.0,25.52,30.49,119.46
0.0,35.1502184,126.8775843,47.09247970581055,0.0,3.0,42.14,20.02,47.52
0.9,35.200338,126.9546291,69.02775573730469,0.0,0.0,25.52,30.49,119.46
0.0,35.13639,126.9023505,55.99862670898438,0.0,4.0,27.86,16.88,60.58
0.0,35.1734288,126.8141243,23.6020565032959,0.0,25.0,22.06,48.99,222.05
0.0,35.1862626,126.7263688,37.55657577514648,0.0,25.0,22.06,48.99,222.05
0.0,35.1680764,126.9111868,40.81195831298828,0.0,0.0,25.52,30.49,119.46
1.4,35.1758652,126.8823558,34.11890411376953,0.0,0.0,25.52,30.49,119.46
14.3,35.1466356,126.8850319,37.00253677368164,0.0,3.0,42.14,20.02,47.52
0.0,35.1512536,126.8698816,47.73472595214844,0.0,3.0,42.14,20.02,47.52
0.0,35.1343012,126.9194116,59.69325256347656,0.0,4.0,27.86,16.88,60.58
0.0,35.1681501,126.8100458,31.49296951293945,0.0,25.0,22.06,48.99,222.05
0.0,35.1751473,126.8851432,32.5026969909668,0.0,0.0,25.52,30.49,119.46
0.0,35.1181573,126.8755466,127.4863433837891,0.0,4.0,27.86,16.88,60.58
0.0,35.2108425,126.8421566,30.44111442565918,0.0,25.0,22.06,48.99,222.05
0.0,35.1478454,126.8500272,22.74183464050293,0.0,3.0,42.14,20.02,47.52
0.0,35.1346508,126.8936749,41.0799674987793,0.0,4.0,27.86,16.88,60.58
0.0,35.1659387,126.9129327,38.89052963256836,0.0,0.0,25.52,30.49,119.46
0.0,35.1479964,126.8932956,49.77618789672852,0.0,4.0,27.86,16.88,60.58
0.0,35.1640774,126.9327746,69.95506286621094,0.0,0.0,25.52,30.49,119.46
0.0,35.1692296,126.8107744,27.19417572021484,0.0,25.0,22.06,48.99,222.05
29.1,35.1590323,126.9152388,43.71311187744141,0.0,0.0,16.8,8.19,48.74
0.5,35.1415675,126.9178759,53.655517578125,0.0,0.0,16.8,8.19,48.74
0.0,35.1515911,126.8933975,48.74054336547852,0.0,3.0,42.14,20.02,47.52
0.0,35.1031863,126.884273,81.20155334472656,0.0,4.0,27.86,16.88,60.58
0.0,35.1271841,126.8960869,48.68801498413086,0.0,4.0,27.86,16.88,60.58
2.0,35.1524799,126.9235033,54.9812126159668,0.0,0.0,16.8,8.19,48.74
6.4,35.1144762,126.8302395,21.60923004150391,0.0,3.0,42.14,20.02,47.52
0.0,35.1449761,126.7985595,23.15432167053223,0.0,25.0,22.06,48.99,222.05
0.0,35.1496797,126.8827945,33.23175048828125,0.0,3.0,42.14,20.02,47.52
6.8,35.1458275,126.9285433,64.07276153564453,0.0,0.0,16.8,8.19,48.74
0.0,35.1417794,126.8889698,38.07433700561523,0.0,4.0,27.86,16.88,60.58
30.6,35.1545202,126.9193439,47.69159698486328,0.0,0.0,16.8,8.19,48.74
0.5,35.1602219,126.9202578,47.82961654663086,0.0,0.0,16.8,8.19,48.74
0.0,35.1363594,126.7174641,37.67833709716797,0.0,25.0,22.06,48.99,222.05
1.1,35.1758652,126.8823558,34.11890411376953,0.0,0.0,25.52,30.49,119.46
0.0,35.1721782,126.9050004,36.64419555664062,0.0,0.0,25.52,30.49,119.46
0.0,35.1626785,126.8851305,32.74088668823242,0.0,3.0,42.14,20.02,47.52
0.5,35.1422708,126.9097301,70.12313842773438,0.0,4.0,27.86,16.88,60.58
0.0,35.1444477,126.9300446,66.3628921508789,0.0,0.0,16.8,8.19,48.74
0.0,35.1373337,126.9170981,57.12794494628906,0.0,4.0,27.86,16.88,60.58
0.0,35.1667073,126.8752732,26.22954750061035,0.0,3.0,42.14,20.02,47.52
0.0,35.1758494,126.7355297,23.0,0.0,25.0,22.06,48.99,222.05
0.0,35.1563323,126.9338018,71.50772094726562,0.0,0.0,16.8,8.19,48.74
0.3,35.1346508,126.8936749,41.0799674987793,0.0,4.0,27.86,16.88,60.58
0.0,35.1595281,126.9088227,42.7735710144043,0.0,0.0,25.52,30.49,119.46
0.3,35.1532964,126.869667,49.25052261352539,0.0,3.0,42.14,20.02,47.52
0.0,35.1483587,126.9154424,54.0048828125,0.0,0.0,16.8,8.19,48.74
0.0,35.073508,126.817132,29.07514762878418,0.0,4.0,27.86,16.88,60.58
0.0,35.1665839,126.7421827,28.42120552062988,0.0,25.0,22.06,48.99,222.05
2.5,35.2237846,126.8600669,25.66855430603027,0.0,0.0,25.52,30.49,119.46
0.6,35.1862626,126.7263688,37.55657577514648,0.0,25.0,22.06,48.99,222.05
0.0,35.1713151,126.90934,38.87763977050781,0.0,0.0,25.52,30.49,119.46
0.0,35.1422708,126.9097301,70.12313842773438,0.0,4.0,27.86,16.88,60.58
0.0,35.1511733,126.9122305,51.72543716430664,0.0,0.0,16.8,8.19,48.74
0.0,35.1425446,126.9098809,68.6964111328125,0.0,4.0,27.86,16.88,60.58
0.0,35.1575169,126.912584,45.1329231262207,0.0,0.0,25.52,30.49,119.46
1.1,35.1109666,126.6985831,27.39045333862305,0.0,25.0,22.06,48.99,222.05
0.0,35.1586158,126.8941654,40.20560073852539,0.0,3.0,42.14,20.02,47.52
0.0,35.1466211,126.8776598,52.98472595214844,0.0,3.0,42.14,20.02,47.52
0.0,35.1940461,126.805887,36.02415084838867,0.0,25.0,22.06,48.99,222.05
0.0,35.1452512,126.9050703,56.61837768554688,0.0,4.0,27.86,16.88,60.58
0.2,35.1476196,126.8640466,35.77236557006836,0.0,3.0,42.14,20.02,47.52
0.0,35.1541092,126.9244745,54.07235336303711,0.0,0.0,16.8,8.19,48.74
0.0,35.1477206,126.9269732,59.1411247253418,0.0,0.0,16.8,8.19,48.74
0.0,35.2307974,126.8589039,26.33053398132324,0.0,0.0,25.52,30.49,119.46
0.0,35.1588643,126.8880246,39.80735015869141,0.0,3.0,42.14,20.02,47.52
14.0,35.1740896,126.8711814,31.30525779724121,0.0,0.0,25.52,30.49,119.46
0.0,35.0758182,126.8209723,26.02323532104492,0.0,4.0,27.86,16.88,60.58
0.0,35.1260247,126.8964143,52.62226486206055,0.0,4.0,27.86,16.88,60.58
0.0,35.1515928,126.8846082,37.40296173095703,0.0,3.0,42.14,20.02,47.52
