Latitude,Longitude,elevation,펌프대수(대),불투수면 비율(%),불투수면 면적(㎢),행정구역면적(㎢)
35.0698413,126.785317,9.420242309570312,4.0,27.86,16.88,60.58
35.1260242,126.896315,52.33969879150391,4.0,27.86,16.88,60.58
35.1449321,126.890186,44.77866744995117,4.0,27.86,16.88,60.58
35.1294721,126.9134018,65.1511459350586,4.0,27.86,16.88,60.58
35.1344762,126.9106333,56.45296478271484,4.0,27.86,16.88,60.58
35.135404,126.9041525,52.51026153564453,4.0,27.86,16.88,60.58
35.0829093,126.8187695,40.97074508666992,4.0,27.86,16.88,60.58
35.1520769,126.898975,55.57196807861328,4.0,27.86,16.88,60.58
35.1462157,126.907604,62.80039596557617,4.0,27.86,16.88,60.58
35.1481389,126.8941629,53.96192169189453,4.0,27.86,16.88,60.58
35.13721719999999,126.9167457,57.78484725952148,4.0,27.86,16.88,60.58
35.1350544,126.8924297,41.37337875366211,4.0,27.86,16.88,60.58
35.140606,126.8896006,38.91875839233398,4.0,27.86,16.88,60.58
35.1417693,126.9053504,59.71321868896484,4.0,27.86,16.88,60.58
35.1326967,126.9082684,49.25975036621094,4.0,27.86,16.88,60.58
35.1430239,126.9021216,55.64677810668945,4.0,27.86,16.88,60.58
35.1410529,126.9017992,60.54753494262695,4.0,27.86,16.88,60.58
35.0601007,126.7908133,12.97243309020996,4.0,27.86,16.88,60.58
35.1321267,126.8998649,56.32324600219727,4.0,27.86,16.88,60.58
35.139558,126.9156786,54.33066940307617,4.0,27.86,16.88,60.58
35.1449624,126.8975542,65.73757934570312,4.0,27.86,16.88,60.58
35.1326423,126.9167257,61.71611785888672,4.0,27.86,16.88,60.58
35.1444118,126.8881943,39.08607482910156,4.0,27.86,16.88,60.58
35.1358692,126.9078522,53.33244323730469,4.0,27.86,16.88,60.58
35.1231877,126.8958932,60.96342468261719,4.0,27.86,16.88,60.58
35.1487513,126.902063,53.50933837890625,4.0,27.86,16.88,60.58
35.1340473,126.8951863,41.1643180847168,4.0,27.86,16.88,60.58
35.1397987,126.9064462,72.45390319824219,4.0,27.86,16.88,60.58
35.1454203,126.8867199,38.67430877685547,4.0,27.86,16.88,60.58
35.1413942,126.8923041,42.30077362060547,4.0,27.86,16.88,60.58
35.1400172,126.8916569,39.36948013305664,4.0,27.86,16.88,60.58
35.1447062,126.8894435,42.71035003662109,4.0,27.86,16.88,60.58
35.1412436,126.8947771,47.0,4.0,27.86,16.88,60.58
35.1300245,126.9232316,66.04637145996094,4.0,27.86,16.88,60.58
35.0761027,126.8438394,38.51995086669922,4.0,27.86,16.88,60.58
35.1480281,126.8917403,48.9740104675293,4.0,27.86,16.88,60.58
35.1427564,126.9100997,69.53487396240234,4.0,27.86,16.88,60.58
35.1360642,126.9009871,50.41506576538086,4.0,27.86,16.88,60.58
35.1406706,126.89164,39.45207214355469,4.0,27.86,16.88,60.58
35.1378405,126.8922321,41.0,4.0,27.86,16.88,60.58
35.0876577,126.8602392,37.78398132324219,4.0,27.86,16.88,60.58
35.1287472,126.9264038,63.48707580566406,4.0,27.86,16.88,60.58
35.1444783,126.9090721,55.92843246459961,4.0,27.86,16.88,60.58
35.1405894,126.895284,49.76288223266602,4.0,27.86,16.88,60.58
35.124498,126.9095331,60.32400894165039,4.0,27.86,16.88,60.58
35.1410258,126.9168043,52.0,4.0,27.86,16.88,60.58
35.1449469,126.8941252,57.70787811279297,4.0,27.86,16.88,60.58
35.1385757,126.8898767,42.88956832885742,4.0,27.86,16.88,60.58
35.131555,126.9024086,54.85554885864258,4.0,27.86,16.88,60.58
35.1482688,126.891748,48.62346649169922,4.0,27.86,16.88,60.58
35.1368835,126.8956574,45.13786315917969,4.0,27.86,16.88,60.58
35.0570313,126.8204199,19.13708305358887,4.0,27.86,16.88,60.58
35.12800259999999,126.9096986,55.45366287231445,4.0,27.86,16.88,60.58
35.1449158,126.9108113,52.12047576904297,4.0,27.86,16.88,60.58
35.1286177,126.9267832,64.28627014160156,4.0,27.86,16.88,60.58
35.1108452,126.8952788,72.56764221191406,4.0,27.86,16.88,60.58
35.0571475,126.8172939,22.82216453552246,4.0,27.86,16.88,60.58
35.172117,126.8897685,36.14076232910156,0.0,25.52,30.49,119.46
35.1793309,126.9137144,54.986083984375,0.0,25.52,30.49,119.46
35.1790818,126.8936038,36.79514312744141,0.0,25.52,30.49,119.46
35.1618049,126.9139888,44.60739135742188,0.0,25.52,30.49,119.46
35.2010534,126.899961,50.13402938842773,0.0,25.52,30.49,119.46
35.16449679999999,126.9216806,50.00194549560547,0.0,25.52,30.49,119.46
35.170357,126.908826,39.2850456237793,0.0,25.52,30.49,119.46
35.2099218,126.8913108,66.07301330566406,0.0,25.52,30.49,119.46
35.1652824,126.8967071,36.0,0.0,25.52,30.49,119.46
35.1696526,126.8932992,32.64284896850586,0.0,25.52,30.49,119.46
35.189046,126.9248206,79.09719848632812,0.0,25.52,30.49,119.46
35.1703705,126.9363537,76.29118347167969,0.0,25.52,30.49,119.46
35.1721782,126.9050004,36.64419555664062,0.0,25.52,30.49,119.46
35.1729954,126.8814982,29.96205711364746,0.0,25.52,30.49,119.46
35.1788835,126.9249132,65.64253234863281,0.0,25.52,30.49,119.46
35.1670925,126.8993066,36.20946502685547,0.0,25.52,30.49,119.46
35.2091687,126.9431709,64.71664428710938,0.0,25.52,30.49,119.46
35.1711909,126.9003459,33.98196411132812,0.0,25.52,30.49,119.46
35.1732895,126.8712327,28.63114166259766,0.0,25.52,30.49,119.46
35.1826881,126.9105942,53.10215759277344,0.0,25.52,30.49,119.46
35.1819763,126.8693471,58.1134147644043,0.0,25.52,30.49,119.46
35.1658436,126.8941539,35.94338607788086,0.0,25.52,30.49,119.46
35.1674609,126.8960467,33.9223518371582,0.0,25.52,30.49,119.46
35.2090807,126.9293548,74.43695068,0.0,25.52,30.49,119.46
35.1593335,126.8983071,37.53608703613281,0.0,25.52,30.49,119.46
35.1858291,126.9138009,55.13075256347656,0.0,25.52,30.49,119.46
35.1853861,126.915693,61.70243835449219,0.0,25.52,30.49,119.46
35.1714328,126.898928,32.89764022827148,0.0,25.52,30.49,119.46
35.1673233,126.9153359,42.87333679199219,0.0,25.52,30.49,119.46
35.1626233,126.9134456,43.04433059692383,0.0,25.52,30.49,119.46
35.1886249,126.8953049,45.5880126953125,0.0,25.52,30.49,119.46
35.1829893,126.908975,56.28718185424805,0.0,25.52,30.49,119.46
35.1682447,126.8921782,31.0602912902832,0.0,25.52,30.49,119.46
35.1878477,126.911723,47.58248901367188,0.0,25.52,30.49,119.46
35.18581,126.8862352,50.99434661865234,0.0,25.52,30.49,119.46
35.1652425,126.9229076,54.13693237304688,0.0,25.52,30.49,119.46
35.1665696,126.9220017,50.55868530273438,0.0,25.52,30.49,119.46
35.1753861,126.9222419,55.81271362304688,0.0,25.52,30.49,119.46
35.1783394,126.8988642,39.70893859863281,0.0,25.52,30.49,119.46
35.1717263,126.9282503,51.01955413818359,0.0,25.52,30.49,119.46
35.2104773,126.8764418,40.34445953369141,0.0,25.52,30.49,119.46
35.2120672,126.879371,46.77373504638672,0.0,25.52,30.49,119.46
35.2466114,126.8737339,24.89266586303711,0.0,25.52,30.49,119.46
35.1732899,126.9128165,37.85023498535156,0.0,25.52,30.49,119.46
35.1807399,126.9286239,58.8079833984375,0.0,25.52,30.49,119.46
35.1755424,126.8932331,36.48642349243164,0.0,25.52,30.49,119.46
35.1772463,126.873813,36.32028961181641,0.0,25.52,30.49,119.46
35.2028932,126.9006776,51.92908477783203,0.0,25.52,30.49,119.46
35.1639223,126.9317239,66.46109008789062,0.0,25.52,30.49,119.46
35.1720384,126.9278894,50.27288055419922,0.0,25.52,30.49,119.46
35.2178492,126.8735024,41.73170471191406,0.0,25.52,30.49,119.46
35.181119,126.9032467,42.30251693725586,0.0,25.52,30.49,119.46
35.1765659,126.9127645,44.82559204101562,0.0,25.52,30.49,119.46
35.2240452,126.8698096,22.55204391479492,0.0,25.52,30.49,119.46
35.1805935,126.9126001,50.48844909667969,0.0,25.52,30.49,119.46
35.1807969,126.9279622,58.82200241088867,0.0,25.52,30.49,119.46
35.1670576,126.9122622,40.73970794677734,0.0,25.52,30.49,119.46
35.1747321,126.9138683,40.23559951782227,0.0,25.52,30.49,119.46
35.1768703,126.8966592,34.0,0.0,25.52,30.49,119.46
35.1595565,126.9098845,43.6617546081543,0.0,25.52,30.49,119.46
35.1678296,126.9108243,40.14804458618164,0.0,25.52,30.49,119.46
35.2096604,126.9002043,63.10531616210938,0.0,25.52,30.49,119.46
35.2054819,126.8980936,54.08180618286133,0.0,25.52,30.49,119.46
35.1588588,126.9094286,42.40160751342773,0.0,25.52,30.49,119.46
35.1705257,126.9342463,67.97486114501953,0.0,25.52,30.49,119.46
35.1821077,126.893695,38.32478332519531,0.0,25.52,30.49,119.46
35.1732371,126.882676,31.39955711364746,0.0,25.52,30.49,119.46
35.1723017,126.9349584,68.67606353759766,0.0,25.52,30.49,119.46
35.1809969,126.9021221,41.57024765014648,0.0,25.52,30.49,119.46
35.189378,126.9118139,48.77745819091797,0.0,25.52,30.49,119.46
35.2082008,126.8692174,37.4859619140625,0.0,25.52,30.49,119.46
35.1803216,126.8926706,37.48015975952148,0.0,25.52,30.49,119.46
35.1883469,126.8659927,41.69904708862305,0.0,25.52,30.49,119.46
35.2374922,126.8957804,29.68247032165527,0.0,25.52,30.49,119.46
35.19869140000001,126.88214,43.43154907226562,0.0,25.52,30.49,119.46
35.1726262,126.9289856,52.62302398681641,0.0,25.52,30.49,119.46
35.2048317,126.868492,33.52298355102539,0.0,25.52,30.49,119.46
35.180851,126.9202139,49.34439468383789,0.0,25.52,30.49,119.46
35.1781997,126.8948213,34.02129364013672,0.0,25.52,30.49,119.46
35.1681217,126.9285778,57.60381317138672,0.0,25.52,30.49,119.46
35.1683805,126.9021304,35.37116241455078,0.0,25.52,30.49,119.46
35.1697995,126.8958055,33.03433990478516,0.0,25.52,30.49,119.46
35.1864487,126.8647827,36.47977828979492,0.0,25.52,30.49,119.46
35.1740973,126.9250239,55.12068176269531,0.0,25.52,30.49,119.46
35.2075908,126.9477257,70.66517639,0.0,25.52,30.49,119.46
35.1758499,126.9354503,78.5476303100586,0.0,25.52,30.49,119.46
35.1623757,126.911729,40.5541877746582,0.0,25.52,30.49,119.46
35.1773196,126.9183035,44.35280609130859,0.0,25.52,30.49,119.46
35.1820036,126.9989127,94.25967407226562,0.0,25.52,30.49,119.46
35.1758587,126.8976313,36.6667594909668,0.0,25.52,30.49,119.46
35.1686623,126.8943788,31.92327880859375,0.0,25.52,30.49,119.46
35.182849,126.9047285,44.70658493041992,0.0,25.52,30.49,119.46
35.187552,126.9098127,45.50866317749023,0.0,25.52,30.49,119.46
35.1730009,126.9206715,44.09885787963867,0.0,25.52,30.49,119.46
35.16837659999999,126.9289935,55.35982131958008,0.0,25.52,30.49,119.46
35.1655451,126.9208535,49.34501647949219,0.0,25.52,30.49,119.46
35.1733884,126.9166547,39.14341735839844,0.0,25.52,30.49,119.46
35.1774917,126.935603,75.89423370361328,0.0,25.52,30.49,119.46
35.1737523,126.8865217,32.38265228271484,0.0,25.52,30.49,119.46
35.1625112,126.8964047,35.61914443969727,0.0,25.52,30.49,119.46
35.1912512,126.8944627,48.98823928833008,0.0,25.52,30.49,119.46
35.175545,126.9322416,67.10352325439453,0.0,25.52,30.49,119.46
35.2363688,126.8545224,29.0,0.0,25.52,30.49,119.46
35.2023962,126.9012597,51.27806091308594,0.0,25.52,30.49,119.46
35.1675996,126.9129585,41.529052734375,0.0,25.52,30.49,119.46
35.1820726,126.8980973,35.31244659423828,0.0,25.52,30.49,119.46
35.1719056,126.9109788,37.59270858764648,0.0,25.52,30.49,119.46
35.1636807,126.9345361,74.90499114990234,0.0,25.52,30.49,119.46
35.1736559,126.9212059,46.59170150756836,0.0,25.52,30.49,119.46
35.1607245,126.9400607,113.8301544189453,0.0,25.52,30.49,119.46
35.1754741,126.8816549,34.99943542480469,0.0,25.52,30.49,119.46
35.197165,126.8757131,41.50321197509766,0.0,25.52,30.49,119.46
35.2006976,126.8952639,60.93834686279297,0.0,25.52,30.49,119.46
35.1626969,126.9247585,50.0,0.0,25.52,30.49,119.46
35.1749772,126.9183217,41.93767929077148,0.0,25.52,30.49,119.46
35.1830964,126.9101926,54.01383209228516,0.0,25.52,30.49,119.46
35.2086111,126.8803559,47.0505256652832,0.0,25.52,30.49,119.46
35.2054789,126.8752414,33.90911102294922,0.0,25.52,30.49,119.46
35.1749447,126.9354746,81.48462677001953,0.0,25.52,30.49,119.46
35.1697015,126.9309358,52.9119987487793,0.0,25.52,30.49,119.46
35.2100983,126.8905794,70.34912872314453,0.0,25.52,30.49,119.46
35.1916699,126.9015694,44.94636535644531,0.0,25.52,30.49,119.46
35.1864613,126.9175139,59.00317001342773,0.0,25.52,30.49,119.46
35.1819186,126.908039,57.53510284423828,0.0,25.52,30.49,119.46
35.2055306,126.8912889,71.22019958496094,0.0,25.52,30.49,119.46
35.1639579,126.8991082,34.39679336547852,0.0,25.52,30.49,119.46
35.2074541,126.8738312,34.18903350830078,0.0,25.52,30.49,119.46
35.1631776,126.9022401,37.58414459228516,0.0,25.52,30.49,119.46
35.2482896,126.9216512,39.20738220214844,0.0,25.52,30.49,119.46
35.1658413,126.8973745,36.67429351806641,0.0,25.52,30.49,119.46
35.1742472,126.8867054,33.21032333374023,0.0,25.52,30.49,119.46
35.2067922,126.8737569,34.22189331054688,0.0,25.52,30.49,119.46
35.1706339,126.9285887,50.25063323974609,0.0,25.52,30.49,119.46
35.2117865,126.8937606,79.30125427246094,0.0,25.52,30.49,119.46
35.1841702,126.9107708,49.81291580200195,0.0,25.52,30.49,119.46
35.2007016,126.8988828,51.8442268371582,0.0,25.52,30.49,119.46
35.1859316,126.9153083,59.21686935424805,0.0,25.52,30.49,119.46
35.1792506,126.8960258,35.0,0.0,25.52,30.49,119.46
35.2078943,126.8726094,41.61556625366211,0.0,25.52,30.49,119.46
35.2084651,126.8729826,40.26595687866211,0.0,25.52,30.49,119.46
35.2012779,126.896373,56.13298034667969,0.0,25.52,30.49,119.46
35.1781712,126.928286,63.55036926269531,0.0,25.52,30.49,119.46
35.165921,126.9139614,41.71795272827148,0.0,25.52,30.49,119.46
35.1826987,126.9046909,45.31633377075195,0.0,25.52,30.49,119.46
35.1708864,126.9330163,62.14258575439453,0.0,25.52,30.49,119.46
35.2295759,126.8992532,38.07620621,0.0,25.52,30.49,119.46
35.17685880000001,126.9277342,55.04244613647461,0.0,25.52,30.49,119.46
35.1712509,126.9082973,38.66457748413086,0.0,25.52,30.49,119.46
35.1803147,126.897917,35.46682739257812,0.0,25.52,30.49,119.46
35.1860559,126.9199827,59.84574508666992,0.0,25.52,30.49,119.46
35.1662171,126.9146282,42.82386016845703,0.0,25.52,30.49,119.46
35.2146174,126.9495004,55.38469314575195,0.0,25.52,30.49,119.46
35.1738322,126.9303417,58.24699020385742,0.0,25.52,30.49,119.46
35.1639807,126.9036011,38.82539749145508,0.0,25.52,30.49,119.46
35.1746572,126.895508,32.00422668457031,0.0,25.52,30.49,119.46
35.184025,126.9303724,52.64179992675781,0.0,25.52,30.49,119.46
35.1644227,126.9312501,63.166259765625,0.0,25.52,30.49,119.46
35.1825195,126.9091981,57.69881439208984,0.0,25.52,30.49,119.46
35.2378337,126.8956952,29.18512535095215,0.0,25.52,30.49,119.46
35.1722614,126.9236868,46.65298461914062,0.0,25.52,30.49,119.46
35.1783392,126.9159151,49.77363967895508,0.0,25.52,30.49,119.46
35.1707944,126.9274125,49.63808059692383,0.0,25.52,30.49,119.46
35.1831791,126.897716,36.80631637573242,0.0,25.52,30.49,119.46
35.16808350000001,126.933602,59.05961990356445,0.0,25.52,30.49,119.46
35.1722086,126.8726793,26.30624771118164,0.0,25.52,30.49,119.46
35.1710896,126.9119372,38.73957061767578,0.0,25.52,30.49,119.46
35.1632062,126.9314796,69.02301788330078,0.0,25.52,30.49,119.46
35.2295422,126.892728,37.06038665771484,0.0,25.52,30.49,119.46
35.1730342,126.9303558,55.29293441772461,0.0,25.52,30.49,119.46
35.1597919,126.9085444,42.85897827148438,0.0,25.52,30.49,119.46
35.2236803,126.858047,26.03983116149902,0.0,25.52,30.49,119.46
35.1858874,126.9077658,42.3251838684082,0.0,25.52,30.49,119.46
35.1695817,126.9306611,52.24557113647461,0.0,25.52,30.49,119.46
35.1752808,126.886487,36.5429801940918,0.0,25.52,30.49,119.46
35.1775322,126.9028017,51.20054244995117,0.0,25.52,30.49,119.46
35.1731937,126.9329621,60.37051391601562,0.0,25.52,30.49,119.46
35.1738317,126.9222598,50.86498641967773,0.0,25.52,30.49,119.46
35.1757019,126.8958458,32.64431381225586,0.0,25.52,30.49,119.46
35.1685455,126.9138076,41.76649856567383,0.0,25.52,30.49,119.46
35.1800599,126.9015762,46.11278533935547,0.0,25.52,30.49,119.46
35.1780469,126.9324713,65.47796630859375,0.0,25.52,30.49,119.46
35.1793698,126.8758436,36.33095550537109,0.0,25.52,30.49,119.46
35.158817,126.9122542,42.43631744384766,0.0,25.52,30.49,119.46
35.178922,126.9146188,55.17484664916992,0.0,25.52,30.49,119.46
35.1713841,126.9035464,36.31398773193359,0.0,25.52,30.49,119.46
35.1822678,126.8966651,35.36315155029297,0.0,25.52,30.49,119.46
35.1754558,126.9349678,75.23768615722656,0.0,25.52,30.49,119.46
35.1817831,126.9060224,52.396240234375,0.0,25.52,30.49,119.46
35.1876897,126.9085843,45.57476425170898,0.0,25.52,30.49,119.46
35.1855679,126.9190343,60.76240921020508,0.0,25.52,30.49,119.46
35.1758834,126.9143341,43.38408660888672,0.0,25.52,30.49,119.46
35.1820822,126.9081474,57.29393005371094,0.0,25.52,30.49,119.46
35.1879596,126.9135843,50.81954956054688,0.0,25.52,30.49,119.46
35.1677069,126.9139977,41.97030258178711,0.0,25.52,30.49,119.46
35.1750037,126.9193476,46.93256378173828,0.0,25.52,30.49,119.46
35.1650557,126.8966513,35.886962890625,0.0,25.52,30.49,119.46
35.1738537,126.9181496,41.0,0.0,25.52,30.49,119.46
35.1823435,126.8926555,39.17761611938477,0.0,25.52,30.49,119.46
35.1897102,126.9117733,50.82962417602539,0.0,25.52,30.49,119.46
35.1708065,126.8996057,33.0,0.0,25.52,30.49,119.46
35.1588774,126.9117571,42.1735725402832,0.0,25.52,30.49,119.46
35.1792183,126.8985125,37.77015686035156,0.0,25.52,30.49,119.46
35.1720598,126.8808931,28.02469062805176,0.0,25.52,30.49,119.46
35.1867098,126.9199377,60.11714172363281,0.0,25.52,30.49,119.46
35.17681400000001,126.9170325,44.22825241088867,0.0,25.52,30.49,119.46
35.1727465,126.9164139,41.77838134765625,0.0,25.52,30.49,119.46
35.2223893,126.8466132,28.0,0.0,25.52,30.49,119.46
35.1638918,126.9123318,40.87082290649414,0.0,25.52,30.49,119.46
35.1762894,126.8837544,34.92245864868164,0.0,25.52,30.49,119.46
35.17990899999999,126.9292331,65.43640899658203,0.0,25.52,30.49,119.46
35.1748583,126.9217986,53.87310791015625,0.0,25.52,30.49,119.46
35.17857619999999,126.8962218,35.0,0.0,25.52,30.49,119.46
35.2080929,126.8903031,67.01009368896484,0.0,25.52,30.49,119.46
35.1698587,126.8893769,31.83683013916016,0.0,25.52,30.49,119.46
35.1656729,126.9324965,62.67718124389648,0.0,25.52,30.49,119.46
35.1717823,126.9043724,36.64666748046875,0.0,25.52,30.49,119.46
35.1696599,126.9314594,54.20172500610352,0.0,25.52,30.49,119.46
35.1811586,126.912379,50.22436904907227,0.0,25.52,30.49,119.46
35.205544,126.8817322,67.64706420898438,0.0,25.52,30.49,119.46
35.211303,126.8928405,78.92457580566406,0.0,25.52,30.49,119.46
35.2234643,126.8750118,25.22416114807129,0.0,25.52,30.49,119.46
35.166268,126.8943961,34.23069000244141,0.0,25.52,30.49,119.46
35.1868691,126.8653464,35.29636383056641,0.0,25.52,30.49,119.46
35.1694581,126.9023822,37.20368194580078,0.0,25.52,30.49,119.46
35.1800252,126.9122567,50.90262222290039,0.0,25.52,30.49,119.46
35.2463675,126.8724352,33.1844482421875,0.0,25.52,30.49,119.46
35.1590586,126.9081361,43.33572006225586,0.0,25.52,30.49,119.46
35.2322807,126.9036207,46.86740493774414,0.0,25.52,30.49,119.46
35.1989192,126.907537,65.99114990234375,0.0,25.52,30.49,119.46
35.1866786,126.9092066,43.36413192749023,0.0,25.52,30.49,119.46
35.161818,126.9298646,59.92090225219727,0.0,25.52,30.49,119.46
35.1784936,126.915668,50.71823120117188,0.0,25.52,30.49,119.46
35.1711341,126.8877248,31.35308265686035,0.0,25.52,30.49,119.46
35.16449619999999,126.9005496,35.00300979614258,0.0,25.52,30.49,119.46
35.1696473,126.9272647,49.48876953125,0.0,25.52,30.49,119.46
35.1561099,126.9103854,42.84886932373047,0.0,25.52,30.49,119.46
35.16357,126.9334632,74.69621276855469,0.0,25.52,30.49,119.46
35.1737857,126.927642,50.77658081054688,0.0,25.52,30.49,119.46
35.16986010000001,126.9289861,49.96048736572266,0.0,25.52,30.49,119.46
35.1881919,126.8933796,52.26350784301758,0.0,25.52,30.49,119.46
35.1897038,126.9533608,87.24285126,0.0,25.52,30.49,119.46
35.1697782,126.8960495,33.23997116088867,0.0,25.52,30.49,119.46
35.1876559,126.88908,52.11835861206055,0.0,25.52,30.49,119.46
35.1750453,126.9210607,52.05751800537109,0.0,25.52,30.49,119.46
35.1697748,126.9164695,44.20236587524414,0.0,25.52,30.49,119.46
35.175675,126.8827268,33.03110504150391,0.0,25.52,30.49,119.46
35.1666665,126.9244361,57.1259651184082,0.0,25.52,30.49,119.46
35.2201533,126.8802855,37.41957855224609,0.0,25.52,30.49,119.46
35.1810408,126.9296959,57.53514862060547,0.0,25.52,30.49,119.46
35.1746819,126.9335235,65.31748962402344,0.0,25.52,30.49,119.46
35.1557552,126.9045484,41.38322448730469,0.0,25.52,30.49,119.46
35.1734407,126.9242727,54.05319976806641,0.0,25.52,30.49,119.46
35.164473,126.9123978,40.02438735961914,0.0,25.52,30.49,119.46
35.188119,126.9105854,46.43895721435547,0.0,25.52,30.49,119.46
35.1660734,126.8959136,35.99276733398438,0.0,25.52,30.49,119.46
35.1764983,126.8977987,37.47472763061523,0.0,25.52,30.49,119.46
35.1749212,126.8719333,35.09295654296875,0.0,25.52,30.49,119.46
35.1579902,126.9056249,42.61639404296875,0.0,25.52,30.49,119.46
35.1577917,126.9109913,43.39792633056641,0.0,25.52,30.49,119.46
35.2047124,126.8684909,32.99855041503906,0.0,25.52,30.49,119.46
35.2081859,126.8890065,77.73419952392578,0.0,25.52,30.49,119.46
35.1898189,126.9088362,49.69043731689453,0.0,25.52,30.49,119.46
35.1590587,126.9094761,42.34957122802734,0.0,25.52,30.49,119.46
35.1810607,126.9359,69.66996002197266,0.0,25.52,30.49,119.46
35.1816894,126.9014566,39.95118713378906,0.0,25.52,30.49,119.46
35.1736425,126.8746987,28.45265007019043,0.0,25.52,30.49,119.46
35.1728971,126.8736619,26.79553604125977,0.0,25.52,30.49,119.46
35.1789589,126.92544,65.32699584960938,0.0,25.52,30.49,119.46
35.1973412,126.881579,43.05951690673828,0.0,25.52,30.49,119.46
35.211605,126.8701736,63.90054702758789,0.0,25.52,30.49,119.46
35.1758204,126.8856336,36.9987907409668,0.0,25.52,30.49,119.46
35.1629045,126.909811,43.45598602294922,0.0,25.52,30.49,119.46
35.2225431,126.8603923,23.70921897888184,0.0,25.52,30.49,119.46
35.20662000000001,126.890976,63.91010284423828,0.0,25.52,30.49,119.46
35.2013257,126.8967866,55.51831817626953,0.0,25.52,30.49,119.46
35.1964964,126.9033596,47.35749816894531,0.0,25.52,30.49,119.46
35.16814129999999,126.902146,35.53256988525391,0.0,25.52,30.49,119.46
35.1745259,126.8961319,32.0,0.0,25.52,30.49,119.46
35.1618337,126.9312088,67.24348449707031,0.0,25.52,30.49,119.46
35.2068574,126.8929126,59.17963409423828,0.0,25.52,30.49,119.46
35.1909698,126.8947008,48.65041732788086,0.0,25.52,30.49,119.46
35.1693408,126.9328488,59.1019172668457,0.0,25.52,30.49,119.46
35.1648764,126.8968308,35.60482025146484,0.0,25.52,30.49,119.46
35.1746794,126.9202515,47.71752548217773,0.0,25.52,30.49,119.46
35.1808427,126.9130243,51.55838775634766,0.0,25.52,30.49,119.46
35.1736209,126.8805023,30.37240982055664,0.0,25.52,30.49,119.46
35.1871878,126.9176777,57.20858001708984,0.0,25.52,30.49,119.46
35.2080948,126.8718191,45.30585098266602,0.0,25.52,30.49,119.46
35.1763714,126.8959745,33.19980621337891,0.0,25.52,30.49,119.46
35.1747967,126.9166239,40.0,0.0,25.52,30.49,119.46
35.1736028,126.9147571,39.27184677124023,0.0,25.52,30.49,119.46
35.1723856,126.8869332,32.49009323120117,0.0,25.52,30.49,119.46
35.1735681,126.9259423,49.15464782714844,0.0,25.52,30.49,119.46
35.1611121,126.9117462,40.34313583374023,0.0,25.52,30.49,119.46
35.1669321,126.895844,34.44306564331055,0.0,25.52,30.49,119.46
35.1702146,126.8905089,31.87521934509277,0.0,25.52,30.49,119.46
35.17968,126.8988925,39.50593566894531,0.0,25.52,30.49,119.46
35.1642269,126.8998029,35.0,0.0,25.52,30.49,119.46
35.1772816,126.8733567,37.03927612304688,0.0,25.52,30.49,119.46
35.193814,126.8988693,52.33562850952148,0.0,25.52,30.49,119.46
35.1575794,126.9087304,42.34741592407227,0.0,25.52,30.49,119.46
35.1774495,126.896906,34.01757431,0.0,25.52,30.49,119.46
35.1852302,126.9134901,54.86154174804688,0.0,25.52,30.49,119.46
35.1608279,126.9087072,40.59904861450195,0.0,25.52,30.49,119.46
35.1891182,126.9157166,53.22267150878906,0.0,25.52,30.49,119.46
35.165585,126.9031966,39.40492248535156,0.0,25.52,30.49,119.46
35.1739887,126.8840682,32.16614532470703,0.0,25.52,30.49,119.46
35.1996534,126.8761889,34.24848937988281,0.0,25.52,30.49,119.46
35.1889056,126.9270083,71.04878234863281,0.0,25.52,30.49,119.46
35.1787634,126.9175713,47.2601203918457,0.0,25.52,30.49,119.46
35.2089522,126.8677788,26.47801208496094,0.0,25.52,30.49,119.46
35.1669736,126.8966297,34.14859390258789,0.0,25.52,30.49,119.46
35.1720353,126.922726,45.6323356628418,0.0,25.52,30.49,119.46
35.1746525,126.8859628,31.95427513122559,0.0,25.52,30.49,119.46
35.171011,126.8995564,33.0,0.0,25.52,30.49,119.46
35.1714994,126.9108536,37.93186569213867,0.0,25.52,30.49,119.46
35.1597384,126.9041551,39.21149826049805,0.0,25.52,30.49,119.46
35.1864376,126.9077934,43.92775726318359,0.0,25.52,30.49,119.46
35.1688502,126.9374516,79.69369506835938,0.0,25.52,30.49,119.46
35.1898139,126.903325,48.44357681274414,0.0,25.52,30.49,119.46
35.1718809,126.9076519,36.89973831176758,0.0,25.52,30.49,119.46
35.1779821,126.9363496,77.32086944580078,0.0,25.52,30.49,119.46
35.195631,126.8740791,60.38491821289062,0.0,25.52,30.49,119.46
35.1846711,126.9221455,57.94540405273438,0.0,25.52,30.49,119.46
35.1641205,126.9232903,50.96685409545898,0.0,25.52,30.49,119.46
35.1865637,126.905366,44.2854118347168,0.0,25.52,30.49,119.46
35.1725908,126.8821854,30.83296775817871,0.0,25.52,30.49,119.46
35.2108482,126.8794527,43.6772575378418,0.0,25.52,30.49,119.46
35.1883331,126.9065214,45.74187850952148,0.0,25.52,30.49,119.46
35.1688051,126.9300336,52.71530914306641,0.0,25.52,30.49,119.46
35.1576157,126.9101186,42.25627899169922,0.0,25.52,30.49,119.46
35.1705209,126.9249254,53.30015563964844,0.0,25.52,30.49,119.46
35.1756444,126.9320321,66.78883361816406,0.0,25.52,30.49,119.46
35.1873014,126.9094765,44.69365310668945,0.0,25.52,30.49,119.46
